ticker,company_name,year,document_id,statement_type,relative_path
AAA,CTCP Nhựa An Phát Xanh,2021,AAA_financial_statements_2021_consolidated,consolidated,AAA/2021/AAA_financial_statements_2021_consolidated/AAA_financial_statements_2021_consolidated_extracted.txt
AAA,CTCP Nhựa An Phát Xanh,2021,AAA_financial_statements_2021_separate,separate,AAA/2021/AAA_financial_statements_2021_separate/AAA_financial_statements_2021_separate_extracted.txt
AAA,CTCP Nhựa An Phát Xanh,2022,AAA_financial_statements_2022_consolidated,consolidated,AAA/2022/AAA_financial_statements_2022_consolidated/AAA_financial_statements_2022_consolidated_extracted.txt
AAA,CTCP Nhựa An Phát Xanh,2022,AAA_financial_statements_2022_separate,separate,AAA/2022/AAA_financial_statements_2022_separate/AAA_financial_statements_2022_separate_extracted.txt
AAA,CTCP Nhựa An Phát Xanh,2023,AAA_financial_statements_2023_consolidated,consolidated,AAA/2023/AAA_financial_statements_2023_consolidated/AAA_financial_statements_2023_consolidated_extracted.txt
AAA,CTCP Nhựa An Phát Xanh,2023,AAA_financial_statements_2023_separate,separate,AAA/2023/AAA_financial_statements_2023_separate/AAA_financial_statements_2023_separate_extracted.txt
AAA,CTCP Nhựa An Phát Xanh,2024,AAA_financial_statements_2024_consolidated,consolidated,AAA/2024/AAA_financial_statements_2024_consolidated/AAA_financial_statements_2024_consolidated_extracted.txt
AAA,CTCP Nhựa An Phát Xanh,2024,AAA_financial_statements_2024_separate,separate,AAA/2024/AAA_financial_statements_2024_separate/AAA_financial_statements_2024_separate_extracted.txt
AAA,CTCP Nhựa An Phát Xanh,2025,AAA_financial_statements_2025_consolidated,consolidated,AAA/2025/AAA_financial_statements_2025_consolidated/AAA_financial_statements_2025_consolidated_extracted.txt
AAA,CTCP Nhựa An Phát Xanh,2025,AAA_financial_statements_2025_separate,separate,AAA/2025/AAA_financial_statements_2025_separate/AAA_financial_statements_2025_separate_extracted.txt
ABB,Ngân hàng TMCP An Bình,2020,ABB_financial_statements_2020_consolidated,consolidated,ABB/2020/ABB_financial_statements_2020_consolidated/ABB_financial_statements_2020_consolidated_extracted.txt
ABB,Ngân hàng TMCP An Bình,2020,ABB_financial_statements_2020_separate,separate,ABB/2020/ABB_financial_statements_2020_separate/ABB_financial_statements_2020_separate_extracted.txt
ABB,Ngân hàng TMCP An Bình,2021,ABB_financial_statements_2021_consolidated,consolidated,ABB/2021/ABB_financial_statements_2021_consolidated/ABB_financial_statements_2021_consolidated_extracted.txt
ABB,Ngân hàng TMCP An Bình,2021,ABB_financial_statements_2021_separate,separate,ABB/2021/ABB_financial_statements_2021_separate/ABB_financial_statements_2021_separate_extracted.txt
ABB,Ngân hàng TMCP An Bình,2022,ABB_financial_statements_2022_consolidated,consolidated,ABB/2022/ABB_financial_statements_2022_consolidated/ABB_financial_statements_2022_consolidated_extracted.txt
ABB,Ngân hàng TMCP An Bình,2022,ABB_financial_statements_2022_separate,separate,ABB/2022/ABB_financial_statements_2022_separate/ABB_financial_statements_2022_separate_extracted.txt
ABB,Ngân hàng TMCP An Bình,2023,ABB_financial_statements_2023_consolidated,consolidated,ABB/2023/ABB_financial_statements_2023_consolidated/ABB_financial_statements_2023_consolidated_extracted.txt
ABB,Ngân hàng TMCP An Bình,2023,ABB_financial_statements_2023_separate,separate,ABB/2023/ABB_financial_statements_2023_separate/ABB_financial_statements_2023_separate_extracted.txt
ABB,Ngân hàng TMCP An Bình,2024,ABB_financial_statements_2024_consolidated,consolidated,ABB/2024/ABB_financial_statements_2024_consolidated/ABB_financial_statements_2024_consolidated_extracted.txt
ABB,Ngân hàng TMCP An Bình,2024,ABB_financial_statements_2024_separate,separate,ABB/2024/ABB_financial_statements_2024_separate/ABB_financial_statements_2024_separate_extracted.txt
ABB,Ngân hàng TMCP An Bình,2025,ABB_financial_statements_2025_consolidated,consolidated,ABB/2025/ABB_financial_statements_2025_consolidated/ABB_financial_statements_2025_consolidated_extracted.txt
ABB,Ngân hàng TMCP An Bình,2025,ABB_financial_statements_2025_separate,separate,ABB/2025/ABB_financial_statements_2025_separate/ABB_financial_statements_2025_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2015,ACB_financial_statements_2015_consolidated,consolidated,ACB/2015/ACB_financial_statements_2015_consolidated/ACB_financial_statements_2015_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2015,ACB_financial_statements_2015_separate,separate,ACB/2015/ACB_financial_statements_2015_separate/ACB_financial_statements_2015_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2016,ACB_financial_statements_2016_consolidated,consolidated,ACB/2016/ACB_financial_statements_2016_consolidated/ACB_financial_statements_2016_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2016,ACB_financial_statements_2016_separate,separate,ACB/2016/ACB_financial_statements_2016_separate/ACB_financial_statements_2016_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2017,ACB_financial_statements_2017_consolidated,consolidated,ACB/2017/ACB_financial_statements_2017_consolidated/ACB_financial_statements_2017_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2017,ACB_financial_statements_2017_separate,separate,ACB/2017/ACB_financial_statements_2017_separate/ACB_financial_statements_2017_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2018,ACB_financial_statements_2018_consolidated,consolidated,ACB/2018/ACB_financial_statements_2018_consolidated/ACB_financial_statements_2018_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2018,ACB_financial_statements_2018_separate,separate,ACB/2018/ACB_financial_statements_2018_separate/ACB_financial_statements_2018_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2019,ACB_financial_statements_2019_consolidated,consolidated,ACB/2019/ACB_financial_statements_2019_consolidated/ACB_financial_statements_2019_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2019,ACB_financial_statements_2019_separate,separate,ACB/2019/ACB_financial_statements_2019_separate/ACB_financial_statements_2019_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2020,ACB_financial_statements_2020_consolidated,consolidated,ACB/2020/ACB_financial_statements_2020_consolidated/ACB_financial_statements_2020_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2020,ACB_financial_statements_2020_separate,separate,ACB/2020/ACB_financial_statements_2020_separate/ACB_financial_statements_2020_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2021,ACB_financial_statements_2021_consolidated,consolidated,ACB/2021/ACB_financial_statements_2021_consolidated/ACB_financial_statements_2021_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2021,ACB_financial_statements_2021_separate,separate,ACB/2021/ACB_financial_statements_2021_separate/ACB_financial_statements_2021_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2022,ACB_financial_statements_2022_consolidated,consolidated,ACB/2022/ACB_financial_statements_2022_consolidated/ACB_financial_statements_2022_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2022,ACB_financial_statements_2022_separate,separate,ACB/2022/ACB_financial_statements_2022_separate/ACB_financial_statements_2022_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2023,ACB_financial_statements_2023_consolidated,consolidated,ACB/2023/ACB_financial_statements_2023_consolidated/ACB_financial_statements_2023_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2023,ACB_financial_statements_2023_separate,separate,ACB/2023/ACB_financial_statements_2023_separate/ACB_financial_statements_2023_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2024,ACB_financial_statements_2024_consolidated,consolidated,ACB/2024/ACB_financial_statements_2024_consolidated/ACB_financial_statements_2024_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2024,ACB_financial_statements_2024_separate,separate,ACB/2024/ACB_financial_statements_2024_separate/ACB_financial_statements_2024_separate_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2025,ACB_financial_statements_2025_consolidated,consolidated,ACB/2025/ACB_financial_statements_2025_consolidated/ACB_financial_statements_2025_consolidated_extracted.txt
ACB,Ngân hàng TMCP Á Châu,2025,ACB_financial_statements_2025_separate,separate,ACB/2025/ACB_financial_statements_2025_separate/ACB_financial_statements_2025_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2015,ACV_financial_statements_2015_consolidated,consolidated,ACV/2015/ACV_financial_statements_2015_consolidated/ACV_financial_statements_2015_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2015,ACV_financial_statements_2015_separate,separate,ACV/2015/ACV_financial_statements_2015_separate/ACV_financial_statements_2015_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2016,ACV_financial_statements_2016_separate,separate,ACV/2016/ACV_financial_statements_2016_separate/ACV_financial_statements_2016_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2017,ACV_financial_statements_2017_consolidated,consolidated,ACV/2017/ACV_financial_statements_2017_consolidated/ACV_financial_statements_2017_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2017,ACV_financial_statements_2017_separate,separate,ACV/2017/ACV_financial_statements_2017_separate/ACV_financial_statements_2017_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2018,ACV_financial_statements_2018_consolidated,consolidated,ACV/2018/ACV_financial_statements_2018_consolidated/ACV_financial_statements_2018_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2018,ACV_financial_statements_2018_separate,separate,ACV/2018/ACV_financial_statements_2018_separate/ACV_financial_statements_2018_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2019,ACV_financial_statements_2019_consolidated,consolidated,ACV/2019/ACV_financial_statements_2019_consolidated/ACV_financial_statements_2019_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2019,ACV_financial_statements_2019_separate,separate,ACV/2019/ACV_financial_statements_2019_separate/ACV_financial_statements_2019_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2020,ACV_financial_statements_2020_consolidated,consolidated,ACV/2020/ACV_financial_statements_2020_consolidated/ACV_financial_statements_2020_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2020,ACV_financial_statements_2020_separate,separate,ACV/2020/ACV_financial_statements_2020_separate/ACV_financial_statements_2020_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2021,ACV_financial_statements_2021_consolidated,consolidated,ACV/2021/ACV_financial_statements_2021_consolidated/ACV_financial_statements_2021_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2021,ACV_financial_statements_2021_separate,separate,ACV/2021/ACV_financial_statements_2021_separate/ACV_financial_statements_2021_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2022,ACV_financial_statements_2022_aggregated,aggregated,ACV/2022/ACV_financial_statements_2022_aggregated/ACV_financial_statements_2022_aggregated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2022,ACV_financial_statements_2022_consolidated,consolidated,ACV/2022/ACV_financial_statements_2022_consolidated/ACV_financial_statements_2022_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2023,ACV_financial_statements_2023_consolidated,consolidated,ACV/2023/ACV_financial_statements_2023_consolidated/ACV_financial_statements_2023_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2023,ACV_financial_statements_2023_separate,separate,ACV/2023/ACV_financial_statements_2023_separate/ACV_financial_statements_2023_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2024,ACV_financial_statements_2024_consolidated,consolidated,ACV/2024/ACV_financial_statements_2024_consolidated/ACV_financial_statements_2024_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2024,ACV_financial_statements_2024_separate,separate,ACV/2024/ACV_financial_statements_2024_separate/ACV_financial_statements_2024_separate_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2025,ACV_financial_statements_2025_consolidated,consolidated,ACV/2025/ACV_financial_statements_2025_consolidated/ACV_financial_statements_2025_consolidated_extracted.txt
ACV,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,2025,ACV_financial_statements_2025_separate,separate,ACV/2025/ACV_financial_statements_2025_separate/ACV_financial_statements_2025_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2015,ASM_financial_statements_2015_consolidated,consolidated,ASM/2015/ASM_financial_statements_2015_consolidated/ASM_financial_statements_2015_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2015,ASM_financial_statements_2015_separate,separate,ASM/2015/ASM_financial_statements_2015_separate/ASM_financial_statements_2015_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2016,ASM_financial_statements_2016_consolidated,consolidated,ASM/2016/ASM_financial_statements_2016_consolidated/ASM_financial_statements_2016_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2016,ASM_financial_statements_2016_separate,separate,ASM/2016/ASM_financial_statements_2016_separate/ASM_financial_statements_2016_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2017,ASM_financial_statements_2017_consolidated,consolidated,ASM/2017/ASM_financial_statements_2017_consolidated/ASM_financial_statements_2017_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2017,ASM_financial_statements_2017_separate,separate,ASM/2017/ASM_financial_statements_2017_separate/ASM_financial_statements_2017_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2018,ASM_financial_statements_2018_consolidated,consolidated,ASM/2018/ASM_financial_statements_2018_consolidated/ASM_financial_statements_2018_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2018,ASM_financial_statements_2018_separate,separate,ASM/2018/ASM_financial_statements_2018_separate/ASM_financial_statements_2018_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2019,ASM_financial_statements_2019_consolidated,consolidated,ASM/2019/ASM_financial_statements_2019_consolidated/ASM_financial_statements_2019_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2019,ASM_financial_statements_2019_separate,separate,ASM/2019/ASM_financial_statements_2019_separate/ASM_financial_statements_2019_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2020,ASM_financial_statements_2020_consolidated,consolidated,ASM/2020/ASM_financial_statements_2020_consolidated/ASM_financial_statements_2020_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2020,ASM_financial_statements_2020_separate,separate,ASM/2020/ASM_financial_statements_2020_separate/ASM_financial_statements_2020_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2021,ASM_financial_statements_2021_consolidated,consolidated,ASM/2021/ASM_financial_statements_2021_consolidated/ASM_financial_statements_2021_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2021,ASM_financial_statements_2021_separate,separate,ASM/2021/ASM_financial_statements_2021_separate/ASM_financial_statements_2021_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2022,ASM_financial_statements_2022_consolidated,consolidated,ASM/2022/ASM_financial_statements_2022_consolidated/ASM_financial_statements_2022_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2022,ASM_financial_statements_2022_separate,separate,ASM/2022/ASM_financial_statements_2022_separate/ASM_financial_statements_2022_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2023,ASM_financial_statements_2023_consolidated,consolidated,ASM/2023/ASM_financial_statements_2023_consolidated/ASM_financial_statements_2023_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2023,ASM_financial_statements_2023_separate,separate,ASM/2023/ASM_financial_statements_2023_separate/ASM_financial_statements_2023_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2024,ASM_financial_statements_2024_consolidated,consolidated,ASM/2024/ASM_financial_statements_2024_consolidated/ASM_financial_statements_2024_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2024,ASM_financial_statements_2024_separate,separate,ASM/2024/ASM_financial_statements_2024_separate/ASM_financial_statements_2024_separate_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2025,ASM_financial_statements_2025_consolidated,consolidated,ASM/2025/ASM_financial_statements_2025_consolidated/ASM_financial_statements_2025_consolidated_extracted.txt
ASM,CTCP Tập đoàn Sao Mai,2025,ASM_financial_statements_2025_separate,separate,ASM/2025/ASM_financial_statements_2025_separate/ASM_financial_statements_2025_separate_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2017,BAB_financial_statements_2017_consolidated,consolidated,BAB/2017/BAB_financial_statements_2017_consolidated/BAB_financial_statements_2017_consolidated_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2017,BAB_financial_statements_2017_separate,separate,BAB/2017/BAB_financial_statements_2017_separate/BAB_financial_statements_2017_separate_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2018,BAB_financial_statements_2018_consolidated,consolidated,BAB/2018/BAB_financial_statements_2018_consolidated/BAB_financial_statements_2018_consolidated_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2018,BAB_financial_statements_2018_separate,separate,BAB/2018/BAB_financial_statements_2018_separate/BAB_financial_statements_2018_separate_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2019,BAB_financial_statements_2019_consolidated,consolidated,BAB/2019/BAB_financial_statements_2019_consolidated/BAB_financial_statements_2019_consolidated_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2019,BAB_financial_statements_2019_separate,separate,BAB/2019/BAB_financial_statements_2019_separate/BAB_financial_statements_2019_separate_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2020,BAB_financial_statements_2020_consolidated,consolidated,BAB/2020/BAB_financial_statements_2020_consolidated/BAB_financial_statements_2020_consolidated_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2020,BAB_financial_statements_2020_separate,separate,BAB/2020/BAB_financial_statements_2020_separate/BAB_financial_statements_2020_separate_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2021,BAB_financial_statements_2021_consolidated,consolidated,BAB/2021/BAB_financial_statements_2021_consolidated/BAB_financial_statements_2021_consolidated_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2021,BAB_financial_statements_2021_separate,separate,BAB/2021/BAB_financial_statements_2021_separate/BAB_financial_statements_2021_separate_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2022,BAB_financial_statements_2022_consolidated,consolidated,BAB/2022/BAB_financial_statements_2022_consolidated/BAB_financial_statements_2022_consolidated_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2022,BAB_financial_statements_2022_separate,separate,BAB/2022/BAB_financial_statements_2022_separate/BAB_financial_statements_2022_separate_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2023,BAB_financial_statements_2023_consolidated,consolidated,BAB/2023/BAB_financial_statements_2023_consolidated/BAB_financial_statements_2023_consolidated_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2023,BAB_financial_statements_2023_separate,separate,BAB/2023/BAB_financial_statements_2023_separate/BAB_financial_statements_2023_separate_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2024,BAB_financial_statements_2024_consolidated,consolidated,BAB/2024/BAB_financial_statements_2024_consolidated/BAB_financial_statements_2024_consolidated_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2024,BAB_financial_statements_2024_separate,separate,BAB/2024/BAB_financial_statements_2024_separate/BAB_financial_statements_2024_separate_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2025,BAB_financial_statements_2025_consolidated,consolidated,BAB/2025/BAB_financial_statements_2025_consolidated/BAB_financial_statements_2025_consolidated_extracted.txt
BAB,Ngân hàng TMCP Bắc Á,2025,BAB_financial_statements_2025_separate,separate,BAB/2025/BAB_financial_statements_2025_separate/BAB_financial_statements_2025_separate_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2020,BAF_financial_statements_2020_consolidated,consolidated,BAF/2020/BAF_financial_statements_2020_consolidated/BAF_financial_statements_2020_consolidated_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2020,BAF_financial_statements_2020_separate,separate,BAF/2020/BAF_financial_statements_2020_separate/BAF_financial_statements_2020_separate_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2021,BAF_financial_statements_2021_consolidated,consolidated,BAF/2021/BAF_financial_statements_2021_consolidated/BAF_financial_statements_2021_consolidated_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2021,BAF_financial_statements_2021_separate,separate,BAF/2021/BAF_financial_statements_2021_separate/BAF_financial_statements_2021_separate_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2022,BAF_financial_statements_2022_consolidated,consolidated,BAF/2022/BAF_financial_statements_2022_consolidated/BAF_financial_statements_2022_consolidated_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2022,BAF_financial_statements_2022_separate,separate,BAF/2022/BAF_financial_statements_2022_separate/BAF_financial_statements_2022_separate_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2023,BAF_financial_statements_2023_consolidated,consolidated,BAF/2023/BAF_financial_statements_2023_consolidated/BAF_financial_statements_2023_consolidated_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2023,BAF_financial_statements_2023_separate,separate,BAF/2023/BAF_financial_statements_2023_separate/BAF_financial_statements_2023_separate_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2024,BAF_financial_statements_2024_consolidated,consolidated,BAF/2024/BAF_financial_statements_2024_consolidated/BAF_financial_statements_2024_consolidated_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2024,BAF_financial_statements_2024_separate,separate,BAF/2024/BAF_financial_statements_2024_separate/BAF_financial_statements_2024_separate_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2025,BAF_financial_statements_2025_consolidated,consolidated,BAF/2025/BAF_financial_statements_2025_consolidated/BAF_financial_statements_2025_consolidated_extracted.txt
BAF,CTCP Nông nghiệp BAF Việt Nam,2025,BAF_financial_statements_2025_separate,separate,BAF/2025/BAF_financial_statements_2025_separate/BAF_financial_statements_2025_separate_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2015,BID_financial_statements_2015_consolidated,consolidated,BID/2015/BID_financial_statements_2015_consolidated/BID_financial_statements_2015_consolidated_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2015,BID_financial_statements_2015_separate,separate,BID/2015/BID_financial_statements_2015_separate/BID_financial_statements_2015_separate_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2016,BID_financial_statements_2016_consolidated,consolidated,BID/2016/BID_financial_statements_2016_consolidated/BID_financial_statements_2016_consolidated_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2016,BID_financial_statements_2016_separate,separate,BID/2016/BID_financial_statements_2016_separate/BID_financial_statements_2016_separate_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2017,BID_financial_statements_2017_consolidated,consolidated,BID/2017/BID_financial_statements_2017_consolidated/BID_financial_statements_2017_consolidated_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2017,BID_financial_statements_2017_separate,separate,BID/2017/BID_financial_statements_2017_separate/BID_financial_statements_2017_separate_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2018,BID_financial_statements_2018_consolidated,consolidated,BID/2018/BID_financial_statements_2018_consolidated/BID_financial_statements_2018_consolidated_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2018,BID_financial_statements_2018_separate,separate,BID/2018/BID_financial_statements_2018_separate/BID_financial_statements_2018_separate_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2019,BID_financial_statements_2019_consolidated,consolidated,BID/2019/BID_financial_statements_2019_consolidated/BID_financial_statements_2019_consolidated_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2019,BID_financial_statements_2019_separate,separate,BID/2019/BID_financial_statements_2019_separate/BID_financial_statements_2019_separate_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2020,BID_financial_statements_2020_consolidated,consolidated,BID/2020/BID_financial_statements_2020_consolidated/BID_financial_statements_2020_consolidated_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2020,BID_financial_statements_2020_separate,separate,BID/2020/BID_financial_statements_2020_separate/BID_financial_statements_2020_separate_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2021,BID_financial_statements_2021_consolidated,consolidated,BID/2021/BID_financial_statements_2021_consolidated/BID_financial_statements_2021_consolidated_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2022,BID_financial_statements_2022_consolidated,consolidated,BID/2022/BID_financial_statements_2022_consolidated/BID_financial_statements_2022_consolidated_extracted.txt
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,2022,BID_financial_statements_2022_separate,separate,BID/2022/BID_financial_statements_2022_separate/BID_financial_statements_2022_separate_extracted.txt
