ticker,year,document_id,scope,source_path,file_size_bytes,character_count,utf8_byte_count,page_count,table_count,first_table_offset,last_table_offset
AAA,2021,AAA_financial_statements_2021_separate,separate,data/data/ViFinQA/financial_statements/AAA/2021/AAA_financial_statements_2021_separate/AAA_financial_statements_2021_separate_extracted.txt,147727,125630,147727,54,58,233,122072
AAA,2022,AAA_financial_statements_2022_consolidated,consolidated,data/data/ViFinQA/financial_statements/AAA/2022/AAA_financial_statements_2022_consolidated/AAA_financial_statements_2022_consolidated_extracted.txt,245431,205950,245431,72,83,199,204295
AAA,2022,AAA_financial_statements_2022_separate,separate,data/data/ViFinQA/financial_statements/AAA/2022/AAA_financial_statements_2022_separate/AAA_financial_statements_2022_separate_extracted.txt,147126,125365,147126,54,61,196,123124
AAA,2023,AAA_financial_statements_2023_consolidated,consolidated,data/data/ViFinQA/financial_statements/AAA/2023/AAA_financial_statements_2023_consolidated/AAA_financial_statements_2023_consolidated_extracted.txt,255279,217691,255279,89,91,327,216677
AAA,2023,AAA_financial_statements_2023_separate,separate,data/data/ViFinQA/financial_statements/AAA/2023/AAA_financial_statements_2023_separate/AAA_financial_statements_2023_separate_extracted.txt,163451,139827,163451,65,68,365,138027
AAA,2024,AAA_financial_statements_2024_consolidated,consolidated,data/data/ViFinQA/financial_statements/AAA/2024/AAA_financial_statements_2024_consolidated/AAA_financial_statements_2024_consolidated_extracted.txt,263185,224037,263185,93,93,497,220776
AAA,2024,AAA_financial_statements_2024_separate,separate,data/data/ViFinQA/financial_statements/AAA/2024/AAA_financial_statements_2024_separate/AAA_financial_statements_2024_separate_extracted.txt,174899,150176,174899,67,68,502,146021
AAA,2025,AAA_financial_statements_2025_consolidated,consolidated,data/data/ViFinQA/financial_statements/AAA/2025/AAA_financial_statements_2025_consolidated/AAA_financial_statements_2025_consolidated_extracted.txt,127789,105448,127789,93,33,2030,99681
AAA,2025,AAA_financial_statements_2025_separate,separate,data/data/ViFinQA/financial_statements/AAA/2025/AAA_financial_statements_2025_separate/AAA_financial_statements_2025_separate_extracted.txt,182313,156638,182313,66,70,754,153327
ABB,2020,ABB_financial_statements_2020_consolidated,consolidated,data/data/ViFinQA/financial_statements/ABB/2020/ABB_financial_statements_2020_consolidated/ABB_financial_statements_2020_consolidated_extracted.txt,268718,220944,268718,85,115,205,220107
ABB,2020,ABB_financial_statements_2020_separate,separate,data/data/ViFinQA/financial_statements/ABB/2020/ABB_financial_statements_2020_separate/ABB_financial_statements_2020_separate_extracted.txt,252965,208482,252965,82,107,2864,207643
ABB,2021,ABB_financial_statements_2021_consolidated,consolidated,data/data/ViFinQA/financial_statements/ABB/2021/ABB_financial_statements_2021_consolidated/ABB_financial_statements_2021_consolidated_extracted.txt,277847,227403,277847,84,114,205,226615
ABB,2021,ABB_financial_statements_2021_separate,separate,data/data/ViFinQA/financial_statements/ABB/2021/ABB_financial_statements_2021_separate/ABB_financial_statements_2021_separate_extracted.txt,267801,219999,267801,83,112,202,219210
ABB,2022,ABB_financial_statements_2022_consolidated,consolidated,data/data/ViFinQA/financial_statements/ABB/2022/ABB_financial_statements_2022_consolidated/ABB_financial_statements_2022_consolidated_extracted.txt,283276,232080,283276,85,120,242,231247
ABB,2022,ABB_financial_statements_2022_separate,separate,data/data/ViFinQA/financial_statements/ABB/2022/ABB_financial_statements_2022_separate/ABB_financial_statements_2022_separate_extracted.txt,270967,222489,270967,85,118,239,221660
ABB,2023,ABB_financial_statements_2023_consolidated,consolidated,data/data/ViFinQA/financial_statements/ABB/2023/ABB_financial_statements_2023_consolidated/ABB_financial_statements_2023_consolidated_extracted.txt,280078,229403,280078,83,115,242,228379
ABB,2023,ABB_financial_statements_2023_separate,separate,data/data/ViFinQA/financial_statements/ABB/2023/ABB_financial_statements_2023_separate/ABB_financial_statements_2023_separate_extracted.txt,266254,218435,266254,83,110,239,217549
ABB,2024,ABB_financial_statements_2024_consolidated,consolidated,data/data/ViFinQA/financial_statements/ABB/2024/ABB_financial_statements_2024_consolidated/ABB_financial_statements_2024_consolidated_extracted.txt,284348,234448,284348,90,110,261,233936
ABB,2024,ABB_financial_statements_2024_separate,separate,data/data/ViFinQA/financial_statements/ABB/2024/ABB_financial_statements_2024_separate/ABB_financial_statements_2024_separate_extracted.txt,272972,225949,272972,87,96,216,225437
ABB,2025,ABB_financial_statements_2025_consolidated,consolidated,data/data/ViFinQA/financial_statements/ABB/2025/ABB_financial_statements_2025_consolidated/ABB_financial_statements_2025_consolidated_extracted.txt,287835,235948,287835,88,121,242,235141
ABB,2025,ABB_financial_statements_2025_separate,separate,data/data/ViFinQA/financial_statements/ABB/2025/ABB_financial_statements_2025_separate/ABB_financial_statements_2025_separate_extracted.txt,273382,224923,273382,87,119,235,224143
ACB,2015,ACB_financial_statements_2015_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2015/ACB_financial_statements_2015_consolidated/ACB_financial_statements_2015_consolidated_extracted.txt,337284,282443,337284,112,134,2206,281959
ACB,2015,ACB_financial_statements_2015_separate,separate,data/data/ViFinQA/financial_statements/ACB/2015/ACB_financial_statements_2015_separate/ACB_financial_statements_2015_separate_extracted.txt,318343,268343,318343,107,132,2175,267772
ACB,2016,ACB_financial_statements_2016_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2016/ACB_financial_statements_2016_consolidated/ACB_financial_statements_2016_consolidated_extracted.txt,324706,271801,324706,113,131,9916,271028
ACB,2016,ACB_financial_statements_2016_separate,separate,data/data/ViFinQA/financial_statements/ACB/2016/ACB_financial_statements_2016_separate/ACB_financial_statements_2016_separate_extracted.txt,296585,249044,296585,105,122,2029,248277
ACB,2017,ACB_financial_statements_2017_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2017/ACB_financial_statements_2017_consolidated/ACB_financial_statements_2017_consolidated_extracted.txt,286822,239709,286822,92,113,1087,238498
ACB,2017,ACB_financial_statements_2017_separate,separate,data/data/ViFinQA/financial_statements/ACB/2017/ACB_financial_statements_2017_separate/ACB_financial_statements_2017_separate_extracted.txt,264383,221711,264383,91,102,9653,220241
ACB,2018,ACB_financial_statements_2018_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2018/ACB_financial_statements_2018_consolidated/ACB_financial_statements_2018_consolidated_extracted.txt,283998,236450,283998,92,108,1035,235226
ACB,2018,ACB_financial_statements_2018_separate,separate,data/data/ViFinQA/financial_statements/ACB/2018/ACB_financial_statements_2018_separate/ACB_financial_statements_2018_separate_extracted.txt,262187,219439,262187,89,102,1001,218181
ACB,2019,ACB_financial_statements_2019_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2019/ACB_financial_statements_2019_consolidated/ACB_financial_statements_2019_consolidated_extracted.txt,277240,233060,277240,91,107,1205,231827
ACB,2019,ACB_financial_statements_2019_separate,separate,data/data/ViFinQA/financial_statements/ACB/2019/ACB_financial_statements_2019_separate/ACB_financial_statements_2019_separate_extracted.txt,255721,216839,255721,85,103,1111,215450
ACB,2020,ACB_financial_statements_2020_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2020/ACB_financial_statements_2020_consolidated/ACB_financial_statements_2020_consolidated_extracted.txt,287108,241352,287108,92,112,337,240759
ACB,2020,ACB_financial_statements_2020_separate,separate,data/data/ViFinQA/financial_statements/ACB/2020/ACB_financial_statements_2020_separate/ACB_financial_statements_2020_separate_extracted.txt,253728,214211,253728,85,102,1051,211698
ACB,2021,ACB_financial_statements_2021_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2021/ACB_financial_statements_2021_consolidated/ACB_financial_statements_2021_consolidated_extracted.txt,302395,253701,302395,94,111,367,252971
ACB,2021,ACB_financial_statements_2021_separate,separate,data/data/ViFinQA/financial_statements/ACB/2021/ACB_financial_statements_2021_separate/ACB_financial_statements_2021_separate_extracted.txt,271980,228122,271980,88,103,1090,226719
ACB,2022,ACB_financial_statements_2022_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2022/ACB_financial_statements_2022_consolidated/ACB_financial_statements_2022_consolidated_extracted.txt,325299,278131,325299,99,116,1407,244173
ACB,2022,ACB_financial_statements_2022_separate,separate,data/data/ViFinQA/financial_statements/ACB/2022/ACB_financial_statements_2022_separate/ACB_financial_statements_2022_separate_extracted.txt,259948,218518,259948,88,115,1376,217003
ACB,2023,ACB_financial_statements_2023_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2023/ACB_financial_statements_2023_consolidated/ACB_financial_statements_2023_consolidated_extracted.txt,283877,237433,283877,99,116,280,235712
ACB,2023,ACB_financial_statements_2023_separate,separate,data/data/ViFinQA/financial_statements/ACB/2023/ACB_financial_statements_2023_separate/ACB_financial_statements_2023_separate_extracted.txt,257388,216099,257388,90,107,1385,214459
ACB,2024,ACB_financial_statements_2024_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2024/ACB_financial_statements_2024_consolidated/ACB_financial_statements_2024_consolidated_extracted.txt,301542,251979,301542,102,122,1426,247748
ACB,2024,ACB_financial_statements_2024_separate,separate,data/data/ViFinQA/financial_statements/ACB/2024/ACB_financial_statements_2024_separate/ACB_financial_statements_2024_separate_extracted.txt,272235,227889,272235,91,111,1358,226471
ACB,2025,ACB_financial_statements_2025_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACB/2025/ACB_financial_statements_2025_consolidated/ACB_financial_statements_2025_consolidated_extracted.txt,318726,265645,318726,100,127,1390,259986
ACB,2025,ACB_financial_statements_2025_separate,separate,data/data/ViFinQA/financial_statements/ACB/2025/ACB_financial_statements_2025_separate/ACB_financial_statements_2025_separate_extracted.txt,289935,242040,289935,89,115,1358,240670
ACV,2015,ACV_financial_statements_2015_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2015/ACV_financial_statements_2015_consolidated/ACV_financial_statements_2015_consolidated_extracted.txt,246443,208875,246443,72,58,1172,207376
ACV,2015,ACV_financial_statements_2015_separate,separate,data/data/ViFinQA/financial_statements/ACV/2015/ACV_financial_statements_2015_separate/ACV_financial_statements_2015_separate_extracted.txt,213303,181944,213303,61,54,1485,180420
ACV,2016,ACV_financial_statements_2016_separate,separate,data/data/ViFinQA/financial_statements/ACV/2016/ACV_financial_statements_2016_separate/ACV_financial_statements_2016_separate_extracted.txt,222002,188270,222002,66,59,1161,186540
ACV,2017,ACV_financial_statements_2017_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2017/ACV_financial_statements_2017_consolidated/ACV_financial_statements_2017_consolidated_extracted.txt,209660,178269,209660,70,69,311,176240
ACV,2017,ACV_financial_statements_2017_separate,separate,data/data/ViFinQA/financial_statements/ACV/2017/ACV_financial_statements_2017_separate/ACV_financial_statements_2017_separate_extracted.txt,188798,160435,188798,63,63,313,158423
ACV,2018,ACV_financial_statements_2018_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2018/ACV_financial_statements_2018_consolidated/ACV_financial_statements_2018_consolidated_extracted.txt,192721,163525,192721,65,66,311,159642
ACV,2018,ACV_financial_statements_2018_separate,separate,data/data/ViFinQA/financial_statements/ACV/2018/ACV_financial_statements_2018_separate/ACV_financial_statements_2018_separate_extracted.txt,190728,163663,190728,60,58,1181,159846
ACV,2019,ACV_financial_statements_2019_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2019/ACV_financial_statements_2019_consolidated/ACV_financial_statements_2019_consolidated_extracted.txt,187970,159410,187970,64,65,370,157205
ACV,2019,ACV_financial_statements_2019_separate,separate,data/data/ViFinQA/financial_statements/ACV/2019/ACV_financial_statements_2019_separate/ACV_financial_statements_2019_separate_extracted.txt,180851,153895,180851,60,58,1238,151993
ACV,2020,ACV_financial_statements_2020_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2020/ACV_financial_statements_2020_consolidated/ACV_financial_statements_2020_consolidated_extracted.txt,172452,145825,172452,62,67,1140,145010
ACV,2020,ACV_financial_statements_2020_separate,separate,data/data/ViFinQA/financial_statements/ACV/2020/ACV_financial_statements_2020_separate/ACV_financial_statements_2020_separate_extracted.txt,160491,135298,160491,56,56,221,134473
ACV,2021,ACV_financial_statements_2021_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2021/ACV_financial_statements_2021_consolidated/ACV_financial_statements_2021_consolidated_extracted.txt,173076,146123,173076,62,67,1182,144459
ACV,2021,ACV_financial_statements_2021_separate,separate,data/data/ViFinQA/financial_statements/ACV/2021/ACV_financial_statements_2021_separate/ACV_financial_statements_2021_separate_extracted.txt,159562,134678,159562,58,56,1179,131834
ACV,2022,ACV_financial_statements_2022_aggregated,unknown,data/data/ViFinQA/financial_statements/ACV/2022/ACV_financial_statements_2022_aggregated/ACV_financial_statements_2022_aggregated_extracted.txt,158058,133605,158058,58,60,1185,132630
ACV,2022,ACV_financial_statements_2022_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2022/ACV_financial_statements_2022_consolidated/ACV_financial_statements_2022_consolidated_extracted.txt,171052,144396,171052,65,61,1191,143462
ACV,2023,ACV_financial_statements_2023_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2023/ACV_financial_statements_2023_consolidated/ACV_financial_statements_2023_consolidated_extracted.txt,196915,168770,196915,69,75,1265,165278
ACV,2023,ACV_financial_statements_2023_separate,separate,data/data/ViFinQA/financial_statements/ACV/2023/ACV_financial_statements_2023_separate/ACV_financial_statements_2023_separate_extracted.txt,181052,155298,181052,62,65,422,152428
ACV,2024,ACV_financial_statements_2024_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2024/ACV_financial_statements_2024_consolidated/ACV_financial_statements_2024_consolidated_extracted.txt,181692,153435,181692,57,66,1284,150228
ACV,2024,ACV_financial_statements_2024_separate,separate,data/data/ViFinQA/financial_statements/ACV/2024/ACV_financial_statements_2024_separate/ACV_financial_statements_2024_separate_extracted.txt,179404,149796,179404,55,65,1480,146496
ACV,2025,ACV_financial_statements_2025_consolidated,consolidated,data/data/ViFinQA/financial_statements/ACV/2025/ACV_financial_statements_2025_consolidated/ACV_financial_statements_2025_consolidated_extracted.txt,197665,166102,197665,61,62,1951,164220
ACV,2025,ACV_financial_statements_2025_separate,separate,data/data/ViFinQA/financial_statements/ACV/2025/ACV_financial_statements_2025_separate/ACV_financial_statements_2025_separate_extracted.txt,189314,159449,189314,61,63,1964,157582
ASM,2015,ASM_financial_statements_2015_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2015/ASM_financial_statements_2015_consolidated/ASM_financial_statements_2015_consolidated_extracted.txt,182050,153348,182050,51,64,371,151660
ASM,2015,ASM_financial_statements_2015_separate,separate,data/data/ViFinQA/financial_statements/ASM/2015/ASM_financial_statements_2015_separate/ASM_financial_statements_2015_separate_extracted.txt,160527,136664,160527,47,69,360,135574
ASM,2016,ASM_financial_statements_2016_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2016/ASM_financial_statements_2016_consolidated/ASM_financial_statements_2016_consolidated_extracted.txt,194956,165822,194956,52,80,364,162456
ASM,2016,ASM_financial_statements_2016_separate,separate,data/data/ViFinQA/financial_statements/ASM/2016/ASM_financial_statements_2016_separate/ASM_financial_statements_2016_separate_extracted.txt,163706,139326,163706,48,59,350,138173
ASM,2017,ASM_financial_statements_2017_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2017/ASM_financial_statements_2017_consolidated/ASM_financial_statements_2017_consolidated_extracted.txt,207656,179043,207656,52,69,255,175532
ASM,2017,ASM_financial_statements_2017_separate,separate,data/data/ViFinQA/financial_statements/ASM/2017/ASM_financial_statements_2017_separate/ASM_financial_statements_2017_separate_extracted.txt,173102,147841,173102,51,69,350,146647
ASM,2018,ASM_financial_statements_2018_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2018/ASM_financial_statements_2018_consolidated/ASM_financial_statements_2018_consolidated_extracted.txt,197775,169000,197775,53,71,5101,167713
ASM,2018,ASM_financial_statements_2018_separate,separate,data/data/ViFinQA/financial_statements/ASM/2018/ASM_financial_statements_2018_separate/ASM_financial_statements_2018_separate_extracted.txt,173268,148307,173268,51,66,643,147112
ASM,2019,ASM_financial_statements_2019_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2019/ASM_financial_statements_2019_consolidated/ASM_financial_statements_2019_consolidated_extracted.txt,196077,167184,196077,55,67,1136,165828
ASM,2019,ASM_financial_statements_2019_separate,separate,data/data/ViFinQA/financial_statements/ASM/2019/ASM_financial_statements_2019_separate/ASM_financial_statements_2019_separate_extracted.txt,180972,154641,180972,54,69,882,153339
ASM,2020,ASM_financial_statements_2020_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2020/ASM_financial_statements_2020_consolidated/ASM_financial_statements_2020_consolidated_extracted.txt,194790,165557,194790,54,65,570,164223
ASM,2020,ASM_financial_statements_2020_separate,separate,data/data/ViFinQA/financial_statements/ASM/2020/ASM_financial_statements_2020_separate/ASM_financial_statements_2020_separate_extracted.txt,183281,156778,183281,53,67,5100,155377
ASM,2021,ASM_financial_statements_2021_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2021/ASM_financial_statements_2021_consolidated/ASM_financial_statements_2021_consolidated_extracted.txt,202187,171776,202187,56,70,541,170435
ASM,2021,ASM_financial_statements_2021_separate,separate,data/data/ViFinQA/financial_statements/ASM/2021/ASM_financial_statements_2021_separate/ASM_financial_statements_2021_separate_extracted.txt,200282,172034,200282,57,86,352,170728
ASM,2022,ASM_financial_statements_2022_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2022/ASM_financial_statements_2022_consolidated/ASM_financial_statements_2022_consolidated_extracted.txt,229670,196930,229670,69,72,909,192939
ASM,2022,ASM_financial_statements_2022_separate,separate,data/data/ViFinQA/financial_statements/ASM/2022/ASM_financial_statements_2022_separate/ASM_financial_statements_2022_separate_extracted.txt,213466,183463,213466,63,81,928,179507
ASM,2023,ASM_financial_statements_2023_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2023/ASM_financial_statements_2023_consolidated/ASM_financial_statements_2023_consolidated_extracted.txt,275883,234072,275883,81,92,374,232786
ASM,2023,ASM_financial_statements_2023_separate,separate,data/data/ViFinQA/financial_statements/ASM/2023/ASM_financial_statements_2023_separate/ASM_financial_statements_2023_separate_extracted.txt,230526,196884,230526,69,89,346,195678
ASM,2024,ASM_financial_statements_2024_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2024/ASM_financial_statements_2024_consolidated/ASM_financial_statements_2024_consolidated_extracted.txt,545194,502516,545194,166,196,384,501114
ASM,2024,ASM_financial_statements_2024_separate,separate,data/data/ViFinQA/financial_statements/ASM/2024/ASM_financial_statements_2024_separate/ASM_financial_statements_2024_separate_extracted.txt,432402,397935,432402,134,187,456,397075
ASM,2025,ASM_financial_statements_2025_consolidated,consolidated,data/data/ViFinQA/financial_statements/ASM/2025/ASM_financial_statements_2025_consolidated/ASM_financial_statements_2025_consolidated_extracted.txt,277076,235729,277076,82,100,437,234838
ASM,2025,ASM_financial_statements_2025_separate,separate,data/data/ViFinQA/financial_statements/ASM/2025/ASM_financial_statements_2025_separate/ASM_financial_statements_2025_separate_extracted.txt,234256,200571,234256,68,92,467,199688
BAB,2017,BAB_financial_statements_2017_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAB/2017/BAB_financial_statements_2017_consolidated/BAB_financial_statements_2017_consolidated_extracted.txt,162749,136737,162749,52,62,1397,134031
BAB,2017,BAB_financial_statements_2017_separate,separate,data/data/ViFinQA/financial_statements/BAB/2017/BAB_financial_statements_2017_separate/BAB_financial_statements_2017_separate_extracted.txt,159098,134270,159098,51,60,263,131423
BAB,2018,BAB_financial_statements_2018_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAB/2018/BAB_financial_statements_2018_consolidated/BAB_financial_statements_2018_consolidated_extracted.txt,196096,161834,196096,53,66,266,159039
BAB,2018,BAB_financial_statements_2018_separate,separate,data/data/ViFinQA/financial_statements/BAB/2018/BAB_financial_statements_2018_separate/BAB_financial_statements_2018_separate_extracted.txt,165513,139223,165513,53,67,263,136322
BAB,2019,BAB_financial_statements_2019_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAB/2019/BAB_financial_statements_2019_consolidated/BAB_financial_statements_2019_consolidated_extracted.txt,173751,146738,173751,52,71,266,143727
BAB,2019,BAB_financial_statements_2019_separate,separate,data/data/ViFinQA/financial_statements/BAB/2019/BAB_financial_statements_2019_separate/BAB_financial_statements_2019_separate_extracted.txt,167932,142271,167932,52,67,329,139365
BAB,2020,BAB_financial_statements_2020_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAB/2020/BAB_financial_statements_2020_consolidated/BAB_financial_statements_2020_consolidated_extracted.txt,165013,138503,165013,51,66,266,135611
BAB,2020,BAB_financial_statements_2020_separate,separate,data/data/ViFinQA/financial_statements/BAB/2020/BAB_financial_statements_2020_separate/BAB_financial_statements_2020_separate_extracted.txt,157234,132386,157234,50,63,263,129494
BAB,2021,BAB_financial_statements_2021_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAB/2021/BAB_financial_statements_2021_consolidated/BAB_financial_statements_2021_consolidated_extracted.txt,166255,139403,166255,52,64,266,136601
BAB,2021,BAB_financial_statements_2021_separate,separate,data/data/ViFinQA/financial_statements/BAB/2021/BAB_financial_statements_2021_separate/BAB_financial_statements_2021_separate_extracted.txt,158685,133539,158685,50,65,263,130642
BAB,2022,BAB_financial_statements_2022_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAB/2022/BAB_financial_statements_2022_consolidated/BAB_financial_statements_2022_consolidated_extracted.txt,182939,153032,182939,55,68,266,152274
BAB,2022,BAB_financial_statements_2022_separate,separate,data/data/ViFinQA/financial_statements/BAB/2022/BAB_financial_statements_2022_separate/BAB_financial_statements_2022_separate_extracted.txt,171373,143462,171373,53,65,264,138575
BAB,2023,BAB_financial_statements_2023_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAB/2023/BAB_financial_statements_2023_consolidated/BAB_financial_statements_2023_consolidated_extracted.txt,183624,153103,183624,55,66,293,152374
BAB,2023,BAB_financial_statements_2023_separate,separate,data/data/ViFinQA/financial_statements/BAB/2023/BAB_financial_statements_2023_separate/BAB_financial_statements_2023_separate_extracted.txt,175902,147261,175902,53,64,264,144185
BAB,2024,BAB_financial_statements_2024_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAB/2024/BAB_financial_statements_2024_consolidated/BAB_financial_statements_2024_consolidated_extracted.txt,191270,159823,191270,55,71,1534,159104
BAB,2024,BAB_financial_statements_2024_separate,separate,data/data/ViFinQA/financial_statements/BAB/2024/BAB_financial_statements_2024_separate/BAB_financial_statements_2024_separate_extracted.txt,184168,154804,184168,54,73,263,151691
BAB,2025,BAB_financial_statements_2025_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAB/2025/BAB_financial_statements_2025_consolidated/BAB_financial_statements_2025_consolidated_extracted.txt,176893,147730,176893,51,76,287,142744
BAB,2025,BAB_financial_statements_2025_separate,separate,data/data/ViFinQA/financial_statements/BAB/2025/BAB_financial_statements_2025_separate/BAB_financial_statements_2025_separate_extracted.txt,172856,144497,172856,50,71,2107,139546
BAF,2020,BAF_financial_statements_2020_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAF/2020/BAF_financial_statements_2020_consolidated/BAF_financial_statements_2020_consolidated_extracted.txt,197882,164951,197882,60,69,231,164325
BAF,2020,BAF_financial_statements_2020_separate,separate,data/data/ViFinQA/financial_statements/BAF/2020/BAF_financial_statements_2020_separate/BAF_financial_statements_2020_separate_extracted.txt,164972,137796,164972,51,61,2432,137194
BAF,2021,BAF_financial_statements_2021_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAF/2021/BAF_financial_statements_2021_consolidated/BAF_financial_statements_2021_consolidated_extracted.txt,217098,181606,217098,67,75,1483,178099
BAF,2021,BAF_financial_statements_2021_separate,separate,data/data/ViFinQA/financial_statements/BAF/2021/BAF_financial_statements_2021_separate/BAF_financial_statements_2021_separate_extracted.txt,208903,175780,208903,64,68,1484,172272
BAF,2022,BAF_financial_statements_2022_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAF/2022/BAF_financial_statements_2022_consolidated/BAF_financial_statements_2022_consolidated_extracted.txt,172103,145173,172103,62,75,1459,143835
BAF,2022,BAF_financial_statements_2022_separate,separate,data/data/ViFinQA/financial_statements/BAF/2022/BAF_financial_statements_2022_separate/BAF_financial_statements_2022_separate_extracted.txt,144239,123774,144239,52,77,1466,122436
BAF,2023,BAF_financial_statements_2023_consolidated,consolidated,data/data/ViFinQA/financial_statements/BAF/2023/BAF_financial_statements_2023_consolidated/BAF_financial_statements_2023_consolidated_extracted.txt,172569,145445,172569,58,68,1434,143960
